Topic: Energy			
GRI indicator	derived from GRI standard	ESRS indicator	derived from ESRS standard
			
			
			
			
			
			
			
			
			
			
			
			
			
			
Topic: Waste			
GRI indicator	derived from GRI standard	ESRS indicator	derived from ESRS standard
